,Count_S,Count_E,Count_I,Count_R,Infections_Home,Infections_GQ,Infections_Work,Infections_School,Infections_Community
113,502,421,160,0,0,9,0,0,6
114,484,438,161,0,2,12,0,0,4
115,469,451,163,0,1,8,0,0,6
116,464,455,164,0,0,3,0,0,2
117,460,456,167,0,0,2,0,0,2
118,448,466,169,0,1,8,0,0,3
119,438,473,172,0,0,10,0,0,0
120,432,477,174,0,2,4,0,0,0
121,428,480,175,0,3,1,0,0,0
122,425,480,178,0,1,2,0,0,0
123,423,481,179,0,1,1,0,0,0
124,419,480,184,0,0,4,0,0,0
125,417,479,187,0,2,0,0,0,0
126,414,480,189,0,2,1,0,0,0
127,411,480,192,0,0,3,0,0,0
128,409,477,197,0,2,0,0,0,0
129,408,469,206,0,0,0,1,0,0
130,407,463,213,0,0,0,1,0,0
131,406,458,219,0,0,1,0,0,0
132,406,444,233,0,0,0,0,0,0
133,405,435,243,0,0,1,0,0,0
134,403,431,249,0,0,2,0,0,0
135,401,424,258,0,0,2,0,0,0
136,400,415,268,0,0,1,0,0,0
137,391,418,274,0,2,1,0,0,6
138,382,413,288,0,4,0,0,0,5
139,374,407,302,0,3,0,0,0,5
140,366,403,314,0,1,0,0,0,7
141,356,404,323,0,1,0,0,0,9
142,350,399,334,0,3,0,0,0,3
143,343,396,344,0,3,0,0,0,4
144,340,384,359,0,3,0,0,0,0
145,340,377,366,0,0,0,0,0,0
146,335,367,381,0,4,1,0,0,0
147,331,355,397,0,1,3,0,0,0
148,329,347,407,0,0,2,0,0,0
149,327,333,422,1,1,1,0,0,0
150,323,320,439,1,3,1,0,0,0
151,320,311,451,1,3,0,0,0,0
152,314,299,469,1,4,2,0,0,0
153,313,290,479,1,0,1,0,0,0
154,313,277,492,1,0,0,0,0,0
155,313,262,507,1,0,0,0,0,0
156,312,254,516,1,0,1,0,0,0
157,312,242,528,1,0,0,0,0,0
158,310,231,541,1,0,2,0,0,0
159,309,221,552,1,0,1,0,0,0
160,308,215,559,1,1,0,0,0,0
161,295,222,565,1,1,1,0,0,11
162,279,233,570,1,6,1,0,0,9
163,268,236,578,1,3,0,0,0,8
164,263,228,591,1,1,0,0,0,4
165,261,221,600,1,2,0,0,0,0
166,258,213,611,1,1,0,0,0,2
167,255,210,617,1,3,0,0,0,0
168,253,206,623,1,2,0,0,0,0
169,252,200,630,1,1,0,0,0,0
170,251,193,638,1,1,0,0,0,0
171,248,187,647,1,3,0,0,0,0
172,244,186,652,1,4,0,0,0,0
173,242,181,659,1,2,0,0,0,0
174,239,181,662,1,3,0,0,0,0
175,237,175,670,1,2,0,0,0,0
176,237,172,673,1,0,0,0,0,0
177,237,169,675,2,0,0,0,0,0
178,237,166,678,2,0,0,0,0,0
179,237,160,684,2,0,0,0,0,0
180,237,156,688,2,0,0,0,0,0
181,237,152,692,2,0,0,0,0,0
182,236,149,696,2,0,0,1,0,0
183,236,145,700,2,0,0,0,0,0
184,235,144,702,2,1,0,0,0,0
185,225,148,708,2,2,0,0,0,8
186,224,147,709,3,1,0,0,0,0
187,217,152,711,3,1,0,0,0,6
188,211,156,713,3,5,0,0,0,1
189,210,152,718,3,0,0,0,0,1
190,209,151,720,3,0,0,0,0,1
191,208,149,723,3,1,0,0,0,0
192,206,148,726,3,2,0,0,0,0
193,204,146,730,3,2,0,0,0,0
194,201,144,735,3,3,0,0,0,0
195,198,141,741,3,3,0,0,0,0
196,197,138,745,3,1,0,0,0,0
197,196,139,744,4,1,0,0,0,0
198,195,138,745,5,1,0,0,0,0
199,194,134,750,5,1,0,0,0,0
200,194,129,755,5,0,0,0,0,0
201,194,121,763,5,0,0,0,0,0
202,194,116,767,6,0,0,0,0,0
203,194,113,770,6,0,0,0,0,0
204,194,111,770,8,0,0,0,0,0
205,194,108,772,9,0,0,0,0,0
206,193,106,775,9,1,0,0,0,0
207,193,105,776,9,0,0,0,0,0
208,193,102,778,10,0,0,0,0,0
209,179,114,780,10,3,0,0,0,11
210,172,119,782,10,3,0,0,0,4
211,168,116,788,11,4,0,0,0,0
212,162,119,791,11,2,0,0,0,4
213,161,115,795,12,0,0,0,0,1
214,158,115,797,13,2,0,0,0,1
215,157,114,797,15,1,0,0,0,0
216,154,115,798,16,2,0,0,0,1
217,153,110,802,18,1,0,0,0,0
218,151,111,802,19,2,0,0,0,0
219,148,110,806,19,3,0,0,0,0
220,147,109,808,19,1,0,0,0,0
221,147,104,813,19,0,0,0,0,0
222,146,102,814,21,1,0,0,0,0
223,146,99,817,21,0,0,0,0,0
224,146,97,818,22,0,0,0,0,0
225,146,95,820,22,0,0,0,0,0
226,146,93,822,22,0,0,0,0,0
227,145,87,829,22,1,0,0,0,0
228,145,86,825,27,0,0,0,0,0
229,145,86,823,29,0,0,0,0,0
230,145,84,824,30,0,0,0,0,0
231,145,81,824,33,0,0,0,0,0
232,145,79,825,34,0,0,0,0,0
233,135,87,827,34,3,0,0,0,7
234,131,90,826,36,1,0,0,0,3
235,129,89,828,37,1,0,0,0,1
236,128,87,830,38,1,0,0,0,0
237,128,85,832,38,0,0,0,0,0
238,127,85,832,39,1,0,0,0,0
239,125,85,830,43,2,0,0,0,0
240,124,85,829,45,1,0,0,0,0
241,121,88,828,46,3,0,0,0,0
242,121,86,830,46,0,0,0,0,0
243,121,84,832,46,0,0,0,0,0
244,119,84,834,46,2,0,0,0,0
245,118,82,837,46,1,0,0,0,0
246,118,79,838,48,0,0,0,0,0
247,118,75,838,52,0,0,0,0,0
248,116,74,839,54,2,0,0,0,0
249,116,71,842,54,0,0,0,0,0
250,116,70,839,58,0,0,0,0,0
251,116,67,841,59,0,0,0,0,0
252,116,64,841,62,0,0,0,0,0
253,114,66,836,67,2,0,0,0,0
254,114,64,837,68,0,0,0,0,0
255,114,59,836,74,0,0,0,0,0
256,114,59,834,76,0,0,0,0,0
257,108,64,832,79,1,0,0,0,5
258,102,69,832,80,2,0,0,0,4
259,99,68,834,82,2,0,0,0,1
260,99,68,831,85,0,0,0,0,0
261,95,70,828,90,4,0,0,0,0
262,93,71,827,92,2,0,0,0,0
263,92,67,832,92,1,0,0,0,0
264,91,64,834,94,1,0,0,0,0
265,91,64,833,95,0,0,0,0,0
266,91,64,833,95,0,0,0,0,0
267,90,65,830,98,1,0,0,0,0
268,89,64,829,101,1,0,0,0,0
269,88,64,825,106,1,0,0,0,0
270,88,64,821,110,0,0,0,0,0
271,87,60,822,114,1,0,0,0,0
272,86,59,821,117,1,0,0,0,0
273,86,57,818,122,0,0,0,0,0
274,86,56,818,123,0,0,0,0,0
275,86,52,819,126,0,0,0,0,0
276,86,51,818,128,0,0,0,0,0
277,86,51,817,129,0,0,0,0,0
278,86,50,815,132,0,0,0,0,0
279,85,50,815,133,1,0,0,0,0
280,85,47,815,136,0,0,0,0,0
281,81,50,811,141,2,0,0,0,2
282,80,51,806,146,0,0,0,0,1
283,79,52,805,147,1,0,0,0,0
284,77,54,804,148,0,0,0,0,2
285,76,54,800,153,0,0,0,0,1
286,75,55,798,155,0,0,0,0,1
287,75,53,794,161,0,0,0,0,0
288,74,53,792,164,1,0,0,0,0
289,74,53,789,167,0,0,0,0,0
290,73,54,788,168,1,0,0,0,0
291,72,54,786,171,1,0,0,0,0
292,72,50,788,173,0,0,0,0,0
293,72,49,786,176,0,0,0,0,0
294,72,47,780,184,0,0,0,0,0
295,72,47,778,186,0,0,0,0,0
296,72,46,778,187,0,0,0,0,0
297,71,44,776,192,0,0,1,0,0
298,71,43,773,196,0,0,0,0,0
299,71,43,768,201,0,0,0,0,0
300,71,42,765,205,0,0,0,0,0
301,71,39,764,209,0,0,0,0,0
302,70,38,764,211,1,0,0,0,0
303,70,36,760,217,0,0,0,0,0
304,70,34,760,219,0,0,0,0,0
305,65,39,755,224,0,0,0,0,5
306,63,41,748,231,0,0,0,0,2
307,60,43,742,238,1,0,0,0,2
308,60,40,741,242,0,0,0,0,0
309,60,37,737,249,0,0,0,0,0
310,60,37,729,257,0,0,0,0,0
311,57,40,722,264,2,0,0,0,1
312,57,40,717,269,0,0,0,0,0
313,57,40,706,280,0,0,0,0,0
314,57,38,698,290,0,0,0,0,0
315,57,35,692,299,0,0,0,0,0
316,57,35,688,303,0,0,0,0,0
317,57,33,688,305,0,0,0,0,0
318,56,33,683,311,1,0,0,0,0
319,56,33,679,315,0,0,0,0,0
320,56,32,671,324,0,0,0,0,0
321,56,31,670,326,0,0,0,0,0
322,56,30,664,333,0,0,0,0,0
323,55,27,655,346,1,0,0,0,0
324,55,24,654,350,0,0,0,0,0
325,55,24,644,360,0,0,0,0,0
326,55,23,642,363,0,0,0,0,0
327,55,21,637,370,0,0,0,0,0
328,55,21,635,372,0,0,0,0,0
329,54,22,627,380,0,0,0,0,1
330,53,23,620,387,0,0,0,0,1
331,51,25,614,393,0,0,0,0,2
332,51,25,606,401,0,0,0,0,0
333,49,27,596,411,1,0,0,0,1
334,49,26,591,417,0,0,0,0,0
335,49,26,585,423,0,0,0,0,0
336,49,25,579,430,0,0,0,0,0
337,49,24,570,440,0,0,0,0,0
338,49,24,564,446,0,0,0,0,0
339,49,24,556,454,0,0,0,0,0
340,49,22,547,465,0,0,0,0,0
341,49,22,539,473,0,0,0,0,0
342,49,21,530,483,0,0,0,0,0
343,49,20,525,489,0,0,0,0,0
344,49,20,519,495,0,0,0,0,0
345,49,20,515,499,0,0,0,0,0
346,49,17,507,510,0,0,0,0,0
347,49,17,503,514,0,0,0,0,0
348,49,17,499,518,0,0,0,0,0
349,49,17,491,526,0,0,0,0,0
350,48,18,486,531,1,0,0,0,0
351,48,17,483,535,0,0,0,0,0
352,48,17,478,540,0,0,0,0,0
353,45,20,470,548,1,0,0,0,2
354,44,21,465,553,0,0,0,0,1
355,44,21,455,563,0,0,0,0,0
356,43,22,446,572,1,0,0,0,0
357,43,22,442,576,0,0,0,0,0
358,42,22,436,583,0,0,0,0,1
359,42,21,435,585,0,0,0,0,0
360,42,19,428,594,0,0,0,0,0
361,42,19,425,597,0,0,0,0,0
362,42,19,418,604,0,0,0,0,0
363,42,19,412,610,0,0,0,0,0
364,42,19,405,617,0,0,0,0,0
365,41,19,398,625,1,0,0,0,0
366,41,18,394,630,0,0,0,0,0
367,41,18,391,633,0,0,0,0,0
368,41,18,380,644,0,0,0,0,0
369,41,18,376,648,0,0,0,0,0
370,41,17,370,655,0,0,0,0,0
371,41,17,362,663,0,0,0,0,0
372,41,15,354,673,0,0,0,0,0
373,40,15,349,679,1,0,0,0,0
374,40,14,346,683,0,0,0,0,0
375,40,14,341,688,0,0,0,0,0
376,40,14,333,696,0,0,0,0,0
377,39,14,327,703,0,0,0,0,1
378,38,15,325,705,0,0,0,0,1
379,38,15,321,709,0,0,0,0,0
380,37,15,312,719,1,0,0,0,0
381,36,16,300,731,1,0,0,0,0
382,36,15,297,735,0,0,0,0,0
383,35,16,292,740,1,0,0,0,0
384,34,17,284,748,0,0,0,0,1
385,33,18,284,748,1,0,0,0,0
386,33,18,281,751,0,0,0,0,0
387,33,17,277,756,0,0,0,0,0
388,33,17,273,760,0,0,0,0,0
389,33,16,268,766,0,0,0,0,0
390,33,16,265,769,0,0,0,0,0
391,33,15,262,773,0,0,0,0,0
392,33,15,258,777,0,0,0,0,0
393,33,15,255,780,0,0,0,0,0
394,33,15,249,786,0,0,0,0,0
395,33,15,244,791,0,0,0,0,0
396,33,15,242,793,0,0,0,0,0
397,33,15,238,797,0,0,0,0,0
398,33,15,231,804,0,0,0,0,0
399,32,16,226,809,1,0,0,0,0
400,32,15,222,814,0,0,0,0,0
401,32,15,216,820,0,0,0,0,0
402,32,15,213,823,0,0,0,0,0
403,32,13,211,827,0,0,0,0,0
404,32,13,209,829,0,0,0,0,0
405,31,14,208,830,0,0,0,0,1
406,30,15,204,834,1,0,0,0,0
407,30,15,201,837,0,0,0,0,0
408,30,15,197,841,0,0,0,0,0
409,29,15,195,844,1,0,0,0,0
410,28,16,192,847,1,0,0,0,0
411,28,16,187,852,0,0,0,0,0
412,28,15,185,855,0,0,0,0,0
413,28,15,181,859,0,0,0,0,0
414,28,15,179,861,0,0,0,0,0
415,28,15,174,866,0,0,0,0,0
416,28,15,172,868,0,0,0,0,0
417,28,13,170,872,0,0,0,0,0
418,28,11,169,875,0,0,0,0,0
419,28,11,167,877,0,0,0,0,0
420,28,10,165,880,0,0,0,0,0
421,28,10,162,883,0,0,0,0,0
422,28,10,160,885,0,0,0,0,0
423,28,10,156,889,0,0,0,0,0
424,28,9,155,891,0,0,0,0,0
425,28,8,152,895,0,0,0,0,0
426,28,8,150,897,0,0,0,0,0
427,28,8,148,899,0,0,0,0,0
428,28,8,145,902,0,0,0,0,0
429,28,7,142,906,0,0,0,0,0
430,28,6,140,909,0,0,0,0,0
431,28,6,138,911,0,0,0,0,0
432,28,6,136,913,0,0,0,0,0
433,28,6,135,914,0,0,0,0,0
434,28,6,134,915,0,0,0,0,0
435,28,6,132,917,0,0,0,0,0
436,28,6,130,919,0,0,0,0,0
437,28,5,128,922,0,0,0,0,0
438,28,5,126,924,0,0,0,0,0
439,28,5,125,925,0,0,0,0,0
440,28,4,125,926,0,0,0,0,0
441,28,4,122,929,0,0,0,0,0
442,28,4,121,930,0,0,0,0,0
443,28,4,118,933,0,0,0,0,0
444,28,4,116,935,0,0,0,0,0
445,28,4,115,936,0,0,0,0,0
446,28,4,114,937,0,0,0,0,0
447,28,4,114,937,0,0,0,0,0
448,28,4,110,941,0,0,0,0,0
449,28,3,109,943,0,0,0,0,0
450,28,3,109,943,0,0,0,0,0
451,28,3,109,943,0,0,0,0,0
452,28,3,104,948,0,0,0,0,0
453,28,3,104,948,0,0,0,0,0
454,28,3,102,950,0,0,0,0,0
455,28,3,101,951,0,0,0,0,0
456,28,2,99,954,0,0,0,0,0
457,28,1,99,955,0,0,0,0,0
458,28,1,98,956,0,0,0,0,0
459,28,1,98,956,0,0,0,0,0
460,28,1,98,956,0,0,0,0,0
461,28,1,97,957,0,0,0,0,0
462,28,0,98,957,0,0,0,0,0
463,28,0,97,958,0,0,0,0,0
464,28,0,96,959,0,0,0,0,0
465,28,0,95,960,0,0,0,0,0
466,28,0,94,961,0,0,0,0,0
467,28,0,94,961,0,0,0,0,0
468,28,0,91,964,0,0,0,0,0
469,28,0,90,965,0,0,0,0,0
470,28,0,87,968,0,0,0,0,0
471,28,0,86,969,0,0,0,0,0
472,28,0,85,970,0,0,0,0,0
473,28,0,85,970,0,0,0,0,0
474,28,0,82,973,0,0,0,0,0
475,28,0,79,976,0,0,0,0,0
476,28,0,77,978,0,0,0,0,0
477,28,0,76,979,0,0,0,0,0
478,28,0,75,980,0,0,0,0,0
479,28,0,75,980,0,0,0,0,0
480,28,0,73,982,0,0,0,0,0
481,28,0,73,982,0,0,0,0,0
482,28,0,73,982,0,0,0,0,0
483,28,0,71,984,0,0,0,0,0
484,28,0,70,985,0,0,0,0,0
485,28,0,70,985,0,0,0,0,0
486,28,0,69,986,0,0,0,0,0
487,28,0,68,987,0,0,0,0,0
488,28,0,68,987,0,0,0,0,0
489,28,0,67,988,0,0,0,0,0
490,28,0,67,988,0,0,0,0,0
491,28,0,66,989,0,0,0,0,0
492,28,0,66,989,0,0,0,0,0
493,28,0,66,989,0,0,0,0,0
494,28,0,64,991,0,0,0,0,0
495,28,0,64,991,0,0,0,0,0
496,28,0,63,992,0,0,0,0,0
497,28,0,60,995,0,0,0,0,0
498,28,0,60,995,0,0,0,0,0
499,28,0,60,995,0,0,0,0,0
500,28,0,59,996,0,0,0,0,0
501,28,0,57,998,0,0,0,0,0
502,28,0,56,999,0,0,0,0,0
503,28,0,56,999,0,0,0,0,0
504,28,0,55,1000,0,0,0,0,0
505,28,0,55,1000,0,0,0,0,0
506,28,0,55,1000,0,0,0,0,0
507,28,0,54,1001,0,0,0,0,0
508,28,0,54,1001,0,0,0,0,0
509,28,0,53,1002,0,0,0,0,0
510,28,0,51,1004,0,0,0,0,0
511,28,0,51,1004,0,0,0,0,0
512,28,0,50,1005,0,0,0,0,0
513,28,0,50,1005,0,0,0,0,0
514,28,0,47,1008,0,0,0,0,0
515,28,0,45,1010,0,0,0,0,0
516,28,0,44,1011,0,0,0,0,0
517,28,0,43,1012,0,0,0,0,0
518,28,0,43,1012,0,0,0,0,0
519,28,0,42,1013,0,0,0,0,0
520,28,0,41,1014,0,0,0,0,0
521,28,0,40,1015,0,0,0,0,0
522,28,0,39,1016,0,0,0,0,0
523,28,0,39,1016,0,0,0,0,0
524,28,0,39,1016,0,0,0,0,0
525,28,0,39,1016,0,0,0,0,0
526,28,0,38,1017,0,0,0,0,0
527,28,0,38,1017,0,0,0,0,0
528,28,0,37,1018,0,0,0,0,0
529,28,0,36,1019,0,0,0,0,0
530,28,0,36,1019,0,0,0,0,0
531,28,0,36,1019,0,0,0,0,0
532,28,0,36,1019,0,0,0,0,0
533,28,0,35,1020,0,0,0,0,0
534,28,0,34,1021,0,0,0,0,0
535,28,0,33,1022,0,0,0,0,0
536,28,0,32,1023,0,0,0,0,0
537,28,0,32,1023,0,0,0,0,0
538,28,0,32,1023,0,0,0,0,0
539,28,0,31,1024,0,0,0,0,0
540,28,0,30,1025,0,0,0,0,0
541,28,0,30,1025,0,0,0,0,0
542,28,0,28,1027,0,0,0,0,0
543,28,0,28,1027,0,0,0,0,0
544,28,0,28,1027,0,0,0,0,0
545,28,0,28,1027,0,0,0,0,0
546,28,0,28,1027,0,0,0,0,0
547,28,0,28,1027,0,0,0,0,0
548,28,0,27,1028,0,0,0,0,0
549,28,0,27,1028,0,0,0,0,0
550,28,0,26,1029,0,0,0,0,0
551,28,0,25,1030,0,0,0,0,0
552,28,0,25,1030,0,0,0,0,0
553,28,0,25,1030,0,0,0,0,0
554,28,0,25,1030,0,0,0,0,0
555,28,0,25,1030,0,0,0,0,0
556,28,0,25,1030,0,0,0,0,0
557,28,0,25,1030,0,0,0,0,0
558,28,0,25,1030,0,0,0,0,0
559,28,0,24,1031,0,0,0,0,0
560,28,0,24,1031,0,0,0,0,0
561,28,0,24,1031,0,0,0,0,0
562,28,0,23,1032,0,0,0,0,0
563,28,0,21,1034,0,0,0,0,0
564,28,0,21,1034,0,0,0,0,0
565,28,0,21,1034,0,0,0,0,0
566,28,0,21,1034,0,0,0,0,0
567,28,0,21,1034,0,0,0,0,0
568,28,0,21,1034,0,0,0,0,0
569,28,0,20,1035,0,0,0,0,0
570,28,0,20,1035,0,0,0,0,0
571,28,0,20,1035,0,0,0,0,0
572,28,0,20,1035,0,0,0,0,0
573,28,0,19,1036,0,0,0,0,0
574,28,0,19,1036,0,0,0,0,0
575,28,0,19,1036,0,0,0,0,0
576,28,0,19,1036,0,0,0,0,0
577,28,0,18,1037,0,0,0,0,0
578,28,0,18,1037,0,0,0,0,0
579,28,0,17,1038,0,0,0,0,0
580,28,0,16,1039,0,0,0,0,0
581,28,0,15,1040,0,0,0,0,0
582,28,0,15,1040,0,0,0,0,0
583,28,0,15,1040,0,0,0,0,0
584,28,0,15,1040,0,0,0,0,0
585,28,0,15,1040,0,0,0,0,0
586,28,0,14,1041,0,0,0,0,0
587,28,0,14,1041,0,0,0,0,0
588,28,0,14,1041,0,0,0,0,0
589,28,0,13,1042,0,0,0,0,0
590,28,0,13,1042,0,0,0,0,0
591,28,0,12,1043,0,0,0,0,0
592,28,0,11,1044,0,0,0,0,0
593,28,0,10,1045,0,0,0,0,0
594,28,0,10,1045,0,0,0,0,0
595,28,0,10,1045,0,0,0,0,0
596,28,0,9,1046,0,0,0,0,0
597,28,0,9,1046,0,0,0,0,0
598,28,0,9,1046,0,0,0,0,0
599,28,0,9,1046,0,0,0,0,0
600,28,0,9,1046,0,0,0,0,0
601,28,0,9,1046,0,0,0,0,0
602,28,0,9,1046,0,0,0,0,0
603,28,0,9,1046,0,0,0,0,0
604,28,0,9,1046,0,0,0,0,0
605,28,0,9,1046,0,0,0,0,0
606,28,0,9,1046,0,0,0,0,0
607,28,0,9,1046,0,0,0,0,0
608,28,0,7,1048,0,0,0,0,0
609,28,0,7,1048,0,0,0,0,0
610,28,0,6,1049,0,0,0,0,0
611,28,0,6,1049,0,0,0,0,0
612,28,0,6,1049,0,0,0,0,0
613,28,0,6,1049,0,0,0,0,0
614,28,0,6,1049,0,0,0,0,0
615,28,0,6,1049,0,0,0,0,0
616,28,0,6,1049,0,0,0,0,0
617,28,0,6,1049,0,0,0,0,0
618,28,0,6,1049,0,0,0,0,0
619,28,0,6,1049,0,0,0,0,0
620,28,0,6,1049,0,0,0,0,0
621,28,0,6,1049,0,0,0,0,0
622,28,0,6,1049,0,0,0,0,0
623,28,0,6,1049,0,0,0,0,0
624,28,0,6,1049,0,0,0,0,0
625,28,0,6,1049,0,0,0,0,0
626,28,0,6,1049,0,0,0,0,0
627,28,0,6,1049,0,0,0,0,0
628,28,0,6,1049,0,0,0,0,0
629,28,0,6,1049,0,0,0,0,0
630,28,0,6,1049,0,0,0,0,0
631,28,0,6,1049,0,0,0,0,0
632,28,0,6,1049,0,0,0,0,0
633,28,0,6,1049,0,0,0,0,0
634,28,0,6,1049,0,0,0,0,0
635,28,0,5,1050,0,0,0,0,0
636,28,0,5,1050,0,0,0,0,0
637,28,0,5,1050,0,0,0,0,0
638,28,0,5,1050,0,0,0,0,0
639,28,0,5,1050,0,0,0,0,0
640,28,0,5,1050,0,0,0,0,0
641,28,0,5,1050,0,0,0,0,0
642,28,0,5,1050,0,0,0,0,0
643,28,0,3,1052,0,0,0,0,0
644,28,0,3,1052,0,0,0,0,0
645,28,0,3,1052,0,0,0,0,0
646,28,0,3,1052,0,0,0,0,0
647,28,0,3,1052,0,0,0,0,0
648,28,0,3,1052,0,0,0,0,0
649,28,0,3,1052,0,0,0,0,0
650,28,0,3,1052,0,0,0,0,0
651,28,0,3,1052,0,0,0,0,0
652,28,0,3,1052,0,0,0,0,0
653,28,0,3,1052,0,0,0,0,0
654,28,0,3,1052,0,0,0,0,0
655,28,0,3,1052,0,0,0,0,0
656,28,0,2,1053,0,0,0,0,0
657,28,0,2,1053,0,0,0,0,0
658,28,0,2,1053,0,0,0,0,0
659,28,0,2,1053,0,0,0,0,0
660,28,0,2,1053,0,0,0,0,0
661,28,0,2,1053,0,0,0,0,0
662,28,0,2,1053,0,0,0,0,0
663,28,0,2,1053,0,0,0,0,0
664,28,0,1,1054,0,0,0,0,0
665,28,0,1,1054,0,0,0,0,0
666,28,0,1,1054,0,0,0,0,0
667,28,0,1,1054,0,0,0,0,0
668,28,0,1,1054,0,0,0,0,0
669,28,0,1,1054,0,0,0,0,0
670,28,0,1,1054,0,0,0,0,0
671,28,0,1,1054,0,0,0,0,0
672,28,0,1,1054,0,0,0,0,0
673,28,0,1,1054,0,0,0,0,0
674,28,0,1,1054,0,0,0,0,0
675,28,0,1,1054,0,0,0,0,0
676,28,0,1,1054,0,0,0,0,0
677,28,0,1,1054,0,0,0,0,0
678,28,0,1,1054,0,0,0,0,0
679,28,0,1,1054,0,0,0,0,0
680,28,0,1,1054,0,0,0,0,0
681,28,0,1,1054,0,0,0,0,0
682,28,0,1,1054,0,0,0,0,0
